UT,UT_author,full_name,family_name,given_name,author_order
WOS:000342236000008,"WOS:000342236000008_Buser, Thomas","Buser, Thomas",Buser,Thomas,1
WOS:000342236000008,"WOS:000342236000008_Niederle, Muriel","Niederle, Muriel",Niederle,Muriel,2
WOS:000342236000008,"WOS:000342236000008_Oosterbeek, Hessel","Oosterbeek, Hessel",Oosterbeek,Hessel,3
WOS:000342236000003,"WOS:000342236000003_Chetty, Raj","Chetty, Raj",Chetty,Raj,1
WOS:000342236000003,"WOS:000342236000003_Friedman, John N.","Friedman, John N.",Friedman,John N.,2
WOS:000342236000003,"WOS:000342236000003_Leth-Petersen, Soren","Leth-Petersen, Soren",Leth-Petersen,Soren,3
WOS:000342236000003,"WOS:000342236000003_Nielsen, Torben Heien","Nielsen, Torben Heien",Nielsen,Torben Heien,4
WOS:000342236000003,"WOS:000342236000003_Olsen, Tore","Olsen, Tore",Olsen,Tore,5
WOS:000336146600008,"WOS:000336146600008_Agarwal, Sumit","Agarwal, Sumit",Agarwal,Sumit,1
WOS:000336146600008,"WOS:000336146600008_Lucca, David","Lucca, David",Lucca,David,2
WOS:000336146600008,"WOS:000336146600008_Seru, Amit","Seru, Amit",Seru,Amit,3
WOS:000336146600008,"WOS:000336146600008_Trebbi, Francesco","Trebbi, Francesco",Trebbi,Francesco,4
WOS:000946927000001,"WOS:000946927000001_Bursztyn, Leonardo","Bursztyn, Leonardo",Bursztyn,Leonardo,1
WOS:000946927000001,"WOS:000946927000001_Egorov, Georgy","Egorov, Georgy",Egorov,Georgy,2
WOS:000946927000001,"WOS:000946927000001_Haaland, Ingar","Haaland, Ingar",Haaland,Ingar,3
WOS:000946927000001,"WOS:000946927000001_Rao, Aakaash","Rao, Aakaash",Rao,Aakaash,4
WOS:000946927000001,"WOS:000946927000001_Roth, Christopher","Roth, Christopher",Roth,Christopher,5
WOS:000743312400009,"WOS:000743312400009_Bianchi, Javier","Bianchi, Javier",Bianchi,Javier,1
WOS:000743312400009,"WOS:000743312400009_Mondragon, Jorge","Mondragon, Jorge",Mondragon,Jorge,2
WOS:000612198000003,"WOS:000612198000003_Ang, Desmond","Ang, Desmond",Ang,Desmond,1
WOS:000593217300009,"WOS:000593217300009_Barnichon, Regis","Barnichon, Regis",Barnichon,Regis,1
WOS:000593217300009,"WOS:000593217300009_Mesters, Geert","Mesters, Geert",Mesters,Geert,2
WOS:000544017700002,"WOS:000544017700002_Backus, Matthew","Backus, Matthew",Backus,Matthew,1
WOS:000544017700002,"WOS:000544017700002_Blake, Thomas","Blake, Thomas",Blake,Thomas,2
WOS:000544017700002,"WOS:000544017700002_Larsen, Brad","Larsen, Brad",Larsen,Brad,3
WOS:000544017700002,"WOS:000544017700002_Tadelis, Steven","Tadelis, Steven",Tadelis,Steven,4
WOS:000544015700009,"WOS:000544015700009_Ashraf, Nava","Ashraf, Nava",Ashraf,Nava,1
WOS:000544015700009,"WOS:000544015700009_Bau, Natalie","Bau, Natalie",Bau,Natalie,2
WOS:000544015700009,"WOS:000544015700009_Low, Corinne","Low, Corinne",Low,Corinne,3
WOS:000544015700009,"WOS:000544015700009_Mcginn, Kathleen","Mcginn, Kathleen",Mcginn,Kathleen,4
WOS:000507362800009,"WOS:000507362800009_Caselli, Francesco","Caselli, Francesco",Caselli,Francesco,1
WOS:000507362800009,"WOS:000507362800009_Koren, Miklos","Koren, Miklos",Koren,Miklos,2
WOS:000507362800009,"WOS:000507362800009_Lisicky, Milan","Lisicky, Milan",Lisicky,Milan,3
WOS:000507362800009,"WOS:000507362800009_Tenreyro, Silvana","Tenreyro, Silvana",Tenreyro,Silvana,4
WOS:000507362800005,"WOS:000507362800005_Eliason, Paul J.","Eliason, Paul J.",Eliason,Paul J.,1
WOS:000507362800005,"WOS:000507362800005_Heebsh, Benjamin","Heebsh, Benjamin",Heebsh,Benjamin,2
WOS:000507362800005,"WOS:000507362800005_Mcdevitt, Ryan C.","Mcdevitt, Ryan C.",Mcdevitt,Ryan C.,3
WOS:000507362800005,"WOS:000507362800005_Roberts, James W.","Roberts, James W.",Roberts,James W.,4
WOS:000489162800008,"WOS:000489162800008_Finkelstein, Amy","Finkelstein, Amy",Finkelstein,Amy,1
WOS:000489162800008,"WOS:000489162800008_Notowidigdo, Matthew J.","Notowidigdo, Matthew J.",Notowidigdo,Matthew J.,2
WOS:000489162100006,"WOS:000489162100006_Costinot, Arnaud","Costinot, Arnaud",Costinot,Arnaud,1
WOS:000489162100006,"WOS:000489162100006_Donaldson, Dave","Donaldson, Dave",Donaldson,Dave,2
WOS:000489162100006,"WOS:000489162100006_Kyle, Margaret","Kyle, Margaret",Kyle,Margaret,3
WOS:000489162100006,"WOS:000489162100006_Williams, Heidi","Williams, Heidi",Williams,Heidi,4
WOS:000489161300004,"WOS:000489161300004_Chen, Ting","Chen, Ting",Chen,Ting,1
WOS:000489161300004,"WOS:000489161300004_Kung, James Kai-Sing","Kung, James Kai-Sing",Kung,James Kai-Sing,2
WOS:000451280400002,"WOS:000451280400002_Chetty, Raj","Chetty, Raj",Chetty,Raj,1
WOS:000451280400002,"WOS:000451280400002_Hendren, Nathaniel","Hendren, Nathaniel",Hendren,Nathaniel,2
WOS:000406177000006,"WOS:000406177000006_Bhargava, Saurabh","Bhargava, Saurabh",Bhargava,Saurabh,1
WOS:000406177000006,"WOS:000406177000006_Loewenstein, George","Loewenstein, George",Loewenstein,George,2
WOS:000406177000006,"WOS:000406177000006_Sydnor, Justin","Sydnor, Justin",Sydnor,Justin,3
WOS:000396771300003,"WOS:000396771300003_Arezki, Rabah","Arezki, Rabah",Arezki,Rabah,1
WOS:000396771300003,"WOS:000396771300003_Ramey, Valerie A.","Ramey, Valerie A.",Ramey,Valerie A.,2
WOS:000396771300003,"WOS:000396771300003_Sheng, Liugang","Sheng, Liugang",Sheng,Liugang,3
WOS:000365535400009,"WOS:000365535400009_Farber, Henry S.","Farber, Henry S.",Farber,Henry S.,1
WOS:000351525000005,"WOS:000351525000005_Bartling, Bjorn","Bartling, Bjorn",Bartling,Bjorn,1
WOS:000351525000005,"WOS:000351525000005_Weber, Roberto A.","Weber, Roberto A.",Weber,Roberto A.,2
WOS:000351525000005,"WOS:000351525000005_Yao, Lan","Yao, Lan",Yao,Lan,3
WOS:000346660500003,"WOS:000346660500003_Gabaix, Xavier","Gabaix, Xavier",Gabaix,Xavier,1
WOS:000854284500001,"WOS:000854284500001_Caprettini, Bruno","Caprettini, Bruno",Caprettini,Bruno,1
WOS:000854284500001,"WOS:000854284500001_Voth, Hans-Joachim","Voth, Hans-Joachim",Voth,Hans-Joachim,2
WOS:000743312400012,"WOS:000743312400012_Ali, S. Nageeb","Ali, S. Nageeb",Ali,S. Nageeb,1
WOS:000743312400012,"WOS:000743312400012_Haghpanah, Nima","Haghpanah, Nima",Haghpanah,Nima,2
WOS:000743312400012,"WOS:000743312400012_Lin, Xiao","Lin, Xiao",Lin,Xiao,3
WOS:000743312400012,"WOS:000743312400012_Siegel, Ron","Siegel, Ron",Siegel,Ron,4
WOS:000507362800006,"WOS:000507362800006_Card, David","Card, David",Card,David,1
WOS:000507362800006,"WOS:000507362800006_Dellavigna, Stefano","Dellavigna, Stefano",Dellavigna,Stefano,2
WOS:000507362800006,"WOS:000507362800006_Funk, Patricia","Funk, Patricia",Funk,Patricia,3
WOS:000507362800006,"WOS:000507362800006_Iriberri, Nagore","Iriberri, Nagore",Iriberri,Nagore,4
WOS:000489163400006,"WOS:000489163400006_Adao, Rodrigo","Adao, Rodrigo",Adao,Rodrigo,1
WOS:000489163400006,"WOS:000489163400006_Kolesar, Michal","Kolesar, Michal",Kolesar,Michal,2
WOS:000489163400006,"WOS:000489163400006_Morales, Eduardo","Morales, Eduardo",Morales,Eduardo,3
WOS:000435871300008,"WOS:000435871300008_Iaria, Alessandro","Iaria, Alessandro",Iaria,Alessandro,1
WOS:000435871300008,"WOS:000435871300008_Schwarz, Carlo","Schwarz, Carlo",Schwarz,Carlo,2
WOS:000435871300008,"WOS:000435871300008_Waldinger, Fabian","Waldinger, Fabian",Waldinger,Fabian,3
WOS:000406177000001,"WOS:000406177000001_Bold, Tessa","Bold, Tessa",Bold,Tessa,1
WOS:000406177000001,"WOS:000406177000001_Kaizzi, Kayuki C.","Kaizzi, Kayuki C.",Kaizzi,Kayuki C.,2
WOS:000406177000001,"WOS:000406177000001_Svensson, Jakob","Svensson, Jakob",Svensson,Jakob,3
WOS:000406177000001,"WOS:000406177000001_Yanagizawa-Drott, David","Yanagizawa-Drott, David",Yanagizawa-Drott,David,4
WOS:000380249200003,"WOS:000380249200003_Card, David","Card, David",Card,David,1
WOS:000380249200003,"WOS:000380249200003_Cardoso, Ana Rute","Cardoso, Ana Rute",Cardoso,Ana Rute,2
WOS:000380249200003,"WOS:000380249200003_Kline, Patrick","Kline, Patrick",Kline,Patrick,3
WOS:000342236000005,"WOS:000342236000005_Piketty, Thomas","Piketty, Thomas",Piketty,Thomas,1
WOS:000342236000005,"WOS:000342236000005_Zucman, Gabriel","Zucman, Gabriel",Zucman,Gabriel,2
WOS:000988606100001,"WOS:000988606100001_Jacobsen, Mark R.","Jacobsen, Mark R.",Jacobsen,Mark R.,1
WOS:000988606100001,"WOS:000988606100001_Sallee, James M.","Sallee, James M.",Sallee,James M.,2
WOS:000988606100001,"WOS:000988606100001_Shapiro, Joseph S.","Shapiro, Joseph S.",Shapiro,Joseph S.,3
WOS:000988606100001,"WOS:000988606100001_van Benthem, Arthur A.","van Benthem, Arthur A.",van Benthem,Arthur A.,4
WOS:000803708500001,"WOS:000803708500001_Arteaga, Felipe","Arteaga, Felipe",Arteaga,Felipe,1
WOS:000803708500001,"WOS:000803708500001_Kapor, Adam J.","Kapor, Adam J.",Kapor,Adam J.,2
WOS:000803708500001,"WOS:000803708500001_Neilson, Ciiristopiier A.","Neilson, Ciiristopiier A.",Neilson,Ciiristopiier A.,3
WOS:000803708500001,"WOS:000803708500001_Zimmerman, Seth D.","Zimmerman, Seth D.",Zimmerman,Seth D.,4
WOS:000785751900001,"WOS:000785751900001_Meyer, Josefin","Meyer, Josefin",Meyer,Josefin,1
WOS:000785751900001,"WOS:000785751900001_Reinhart, Carmen M.","Reinhart, Carmen M.",Reinhart,Carmen M.,2
WOS:000785751900001,"WOS:000785751900001_Trebesch, Christoph","Trebesch, Christoph",Trebesch,Christoph,3
WOS:000770118700001,"WOS:000770118700001_Bilk, Alexander","Bilk, Alexander",Bilk,Alexander,1
WOS:000770118700001,"WOS:000770118700001_Blandin, Adam","Blandin, Adam",Blandin,Adam,2
WOS:000770118700001,"WOS:000770118700001_Rogerson, Richard","Rogerson, Richard",Rogerson,Richard,3
WOS:000743312400003,"WOS:000743312400003_Bleemer, Zachary","Bleemer, Zachary",Bleemer,Zachary,1
WOS:000672777600003,"WOS:000672777600003_Breza, Emily","Breza, Emily",Breza,Emily,1
WOS:000672777600003,"WOS:000672777600003_Kinnan, Cynthia","Kinnan, Cynthia",Kinnan,Cynthia,2
WOS:000672777600012,"WOS:000672777600012_Setzler, Bradley","Setzler, Bradley",Setzler,Bradley,1
WOS:000672777600012,"WOS:000672777600012_Tintelnot, Felix","Tintelnot, Felix",Tintelnot,Felix,2
WOS:000672777600001,"WOS:000672777600001_Farber, Henry S.","Farber, Henry S.",Farber,Henry S.,1
WOS:000672777600001,"WOS:000672777600001_Herbst, Daniel","Herbst, Daniel",Herbst,Daniel,2
WOS:000672777600001,"WOS:000672777600001_Kitziemko, Ilyana","Kitziemko, Ilyana",Kitziemko,Ilyana,3
WOS:000672777600001,"WOS:000672777600001_Naidu, Suresh","Naidu, Suresh",Naidu,Suresh,4
WOS:000642334600006,"WOS:000642334600006_Augenblick, Ned","Augenblick, Ned",Augenblick,Ned,1
WOS:000642334600006,"WOS:000642334600006_Rabin, Matthew","Rabin, Matthew",Rabin,Matthew,2
WOS:000593217300003,"WOS:000593217300003_Jager, Simon","Jager, Simon",Jager,Simon,1
WOS:000593217300003,"WOS:000593217300003_Schoefer, Benjamin","Schoefer, Benjamin",Schoefer,Benjamin,2
WOS:000593217300003,"WOS:000593217300003_Young, Samuel","Young, Samuel",Young,Samuel,3
WOS:000593217300003,"WOS:000593217300003_Zweimuller, Josef","Zweimuller, Josef",Zweimuller,Josef,4
WOS:000489162800001,"WOS:000489162800001_Alan, Sule","Alan, Sule",Alan,Sule,1
WOS:000489162800001,"WOS:000489162800001_Boneva, Teodora","Boneva, Teodora",Boneva,Teodora,2
WOS:000489162800001,"WOS:000489162800001_Ertac, Seda","Ertac, Seda",Ertac,Seda,3
WOS:000423802600004,"WOS:000423802600004_Agan, Amanda","Agan, Amanda",Agan,Amanda,1
WOS:000423802600004,"WOS:000423802600004_Starr, Sonja","Starr, Sonja",Starr,Sonja,2
WOS:000423802600001,"WOS:000423802600001_de la Croix, David","de la Croix, David",de la Croix,David,1
WOS:000423802600001,"WOS:000423802600001_Doepke, Matthias","Doepke, Matthias",Doepke,Matthias,2
WOS:000423802600001,"WOS:000423802600001_Mokyr, Joel","Mokyr, Joel",Mokyr,Joel,3
WOS:000423802600005,"WOS:000423802600005_Kleinberg, Jon","Kleinberg, Jon",Kleinberg,Jon,1
WOS:000423802600005,"WOS:000423802600005_Lakkaraju, Himabindu","Lakkaraju, Himabindu",Lakkaraju,Himabindu,2
WOS:000423802600005,"WOS:000423802600005_Leskovec, Jure","Leskovec, Jure",Leskovec,Jure,3
WOS:000423802600005,"WOS:000423802600005_Ludwig, Jens","Ludwig, Jens",Ludwig,Jens,4
WOS:000423802600005,"WOS:000423802600005_Mullainathan, Sendhil","Mullainathan, Sendhil",Mullainathan,Sendhil,5
WOS:000396771300009,"WOS:000396771300009_Dustmann, Christian","Dustmann, Christian",Dustmann,Christian,1
WOS:000396771300009,"WOS:000396771300009_Schoenberg, Uta","Schoenberg, Uta",Schoenberg,Uta,2
WOS:000396771300009,"WOS:000396771300009_Stuhler, Jan","Stuhler, Jan",Stuhler,Jan,3
WOS:000396771300008,"WOS:000396771300008_Martin, Ian","Martin, Ian",Martin,Ian,1
WOS:000380249200009,"WOS:000380249200009_David, Joel M.","David, Joel M.",David,Joel M.,1
WOS:000380249200009,"WOS:000380249200009_Hopenhayn, Hugo A.","Hopenhayn, Hugo A.",Hopenhayn,Hugo A.,2
WOS:000380249200009,"WOS:000380249200009_Venkateswaran, Venky","Venkateswaran, Venky",Venkateswaran,Venky,3
WOS:000351525000010,"WOS:000351525000010_Jacob, Brian A.","Jacob, Brian A.",Jacob,Brian A.,1
WOS:000351525000010,"WOS:000351525000010_Kapustin, Max","Kapustin, Max",Kapustin,Max,2
WOS:000351525000010,"WOS:000351525000010_Ludwig, Jens","Ludwig, Jens",Ludwig,Jens,3
WOS:000342236000001,"WOS:000342236000001_Hsieh, Chang-Tai","Hsieh, Chang-Tai",Hsieh,Chang-Tai,1
WOS:000342236000001,"WOS:000342236000001_Klenow, Peter J.","Klenow, Peter J.",Klenow,Peter J.,2
WOS:000336146600005,"WOS:000336146600005_Blattman, Christopher","Blattman, Christopher",Blattman,Christopher,1
WOS:000336146600005,"WOS:000336146600005_Fiala, Nathan","Fiala, Nathan",Fiala,Nathan,2
WOS:000336146600005,"WOS:000336146600005_Martinez, Sebastian","Martinez, Sebastian",Martinez,Sebastian,3
WOS:000986429900001,"WOS:000986429900001_Berger, David","Berger, David",Berger,David,1
WOS:000986429900001,"WOS:000986429900001_Bocola, Luigi","Bocola, Luigi",Bocola,Luigi,2
WOS:000986429900001,"WOS:000986429900001_Dovis, Alessandro","Dovis, Alessandro",Dovis,Alessandro,3
WOS:000867883100001,"WOS:000867883100001_Cook, Lisa D.","Cook, Lisa D.",Cook,Lisa D.,1
WOS:000867883100001,"WOS:000867883100001_Jones, Maggie E. C.","Jones, Maggie E. C.",Jones,Maggie E. C.,2
WOS:000867883100001,"WOS:000867883100001_Logan, Trevon D.","Logan, Trevon D.",Logan,Trevon D.,3
WOS:000867883100001,"WOS:000867883100001_Rose, David","Rose, David",Rose,David,4
WOS:000612198000004,"WOS:000612198000004_Derenoncourt, Ellora","Derenoncourt, Ellora",Derenoncourt,Ellora,1
WOS:000612198000004,"WOS:000612198000004_Montialoux, Claire","Montialoux, Claire",Montialoux,Claire,2
WOS:000507362800007,"WOS:000507362800007_Jakobsen, Katrine","Jakobsen, Katrine",Jakobsen,Katrine,1
WOS:000507362800007,"WOS:000507362800007_Jakobsen, Kristian","Jakobsen, Kristian",Jakobsen,Kristian,2
WOS:000507362800007,"WOS:000507362800007_Kleven, Henrik","Kleven, Henrik",Kleven,Henrik,3
WOS:000507362800007,"WOS:000507362800007_Zucman, Gabriel","Zucman, Gabriel",Zucman,Gabriel,4
WOS:000435871300009,"WOS:000435871300009_de Ree, Joppe","de Ree, Joppe",de Ree,Joppe,1
WOS:000435871300009,"WOS:000435871300009_Muralidharan, Karthik","Muralidharan, Karthik",Muralidharan,Karthik,2
WOS:000435871300009,"WOS:000435871300009_Pradhan, Menno","Pradhan, Menno",Pradhan,Menno,3
WOS:000435871300009,"WOS:000435871300009_Rogers, Halsey","Rogers, Halsey",Rogers,Halsey,4
WOS:000406177000005,"WOS:000406177000005_Brot-Goldberg, Zarek C.","Brot-Goldberg, Zarek C.",Brot-Goldberg,Zarek C.,1
WOS:000406177000005,"WOS:000406177000005_Chandra, Amitabh","Chandra, Amitabh",Chandra,Amitabh,2
WOS:000406177000005,"WOS:000406177000005_Handel, Benjamin R.","Handel, Benjamin R.",Handel,Benjamin R.,3
WOS:000406177000005,"WOS:000406177000005_Kolstad, Jonathan T.","Kolstad, Jonathan T.",Kolstad,Jonathan T.,4
WOS:000396771300007,"WOS:000396771300007_Benmelech, Efraim","Benmelech, Efraim",Benmelech,Efraim,1
WOS:000396771300007,"WOS:000396771300007_Meisenzahl, Ralf R.","Meisenzahl, Ralf R.",Meisenzahl,Ralf R.,2
WOS:000396771300007,"WOS:000396771300007_Ramcharan, Rodney","Ramcharan, Rodney",Ramcharan,Rodney,3
WOS:000380249200006,"WOS:000380249200006_Donaldson, Dave","Donaldson, Dave",Donaldson,Dave,1
WOS:000380249200006,"WOS:000380249200006_Hornbeck, Richard","Hornbeck, Richard",Hornbeck,Richard,2
WOS:000371602500003,"WOS:000371602500003_Arkolakis, Costas","Arkolakis, Costas",Arkolakis,Costas,1
WOS:000354733000003,"WOS:000354733000003_Campante, Filipe","Campante, Filipe",Campante,Filipe,1
WOS:000354733000003,"WOS:000354733000003_Yanagizawa-Drott, David","Yanagizawa-Drott, David",Yanagizawa-Drott,David,2
WOS:000354733000004,"WOS:000354733000004_Costinot, Arnaud","Costinot, Arnaud",Costinot,Arnaud,1
WOS:000354733000004,"WOS:000354733000004_Donaldson, Dave","Donaldson, Dave",Donaldson,Dave,2
WOS:000354733000004,"WOS:000354733000004_Vogel, Jonathan","Vogel, Jonathan",Vogel,Jonathan,3
WOS:000354733000004,"WOS:000354733000004_Werning, Ivan","Werning, Ivan",Werning,Ivan,4
WOS:000351525000002,"WOS:000351525000002_Greenwood, Robin","Greenwood, Robin",Greenwood,Robin,1
WOS:000351525000002,"WOS:000351525000002_Hanson, Samuel G.","Hanson, Samuel G.",Hanson,Samuel G.,2
WOS:000346660500002,"WOS:000346660500002_Coffman, Katherine Baldiga","Coffman, Katherine Baldiga",Coffman,Katherine Baldiga,1
WOS:000939688700001,"WOS:000939688700001_Chatterjee, Shoumitro","Chatterjee, Shoumitro",Chatterjee,Shoumitro,1
WOS:000935195800001,"WOS:000935195800001_Philippon, Thomas","Philippon, Thomas",Philippon,Thomas,1
WOS:000935195800001,"WOS:000935195800001_Wang, Olivier","Wang, Olivier",Wang,Olivier,2
WOS:000904947200001,"WOS:000904947200001_Baqaee, David R.","Baqaee, David R.",Baqaee,David R.,1
WOS:000904947200001,"WOS:000904947200001_Burstein, Ariel","Burstein, Ariel",Burstein,Ariel,2
WOS:000770114200001,"WOS:000770114200001_Alfaro-Urena, Alonso","Alfaro-Urena, Alonso",Alfaro-Urena,Alonso,1
WOS:000770114200001,"WOS:000770114200001_Manelici, Isabela","Manelici, Isabela",Manelici,Isabela,2
WOS:000770114200001,"WOS:000770114200001_Vasquez, Jose P.","Vasquez, Jose P.",Vasquez,Jose P.,3
WOS:000489163400001,"WOS:000489163400001_Smith, Matthew","Smith, Matthew",Smith,Matthew,1
WOS:000489163400001,"WOS:000489163400001_Yagan, Danny","Yagan, Danny",Yagan,Danny,2
WOS:000489163400001,"WOS:000489163400001_Zidar, Owen","Zidar, Owen",Zidar,Owen,3
WOS:000489163400001,"WOS:000489163400001_Zwick, Eric","Zwick, Eric",Zwick,Eric,4
WOS:000489162100010,"WOS:000489162100010_Rogerson, Richard","Rogerson, Richard",Rogerson,Richard,1
WOS:000489162100010,"WOS:000489162100010_Wallenius, Johanna","Wallenius, Johanna",Wallenius,Johanna,2
WOS:000489161300008,"WOS:000489161300008_Hassan, Tarek A.","Hassan, Tarek A.",Hassan,Tarek A.,1
WOS:000489161300008,"WOS:000489161300008_Mano, Rui C.","Mano, Rui C.",Mano,Rui C.,2
WOS:000423802600002,"WOS:000423802600002_Giglio, Stefano","Giglio, Stefano",Giglio,Stefano,1
WOS:000423802600002,"WOS:000423802600002_Kelly, Bryan","Kelly, Bryan",Kelly,Bryan,2
WOS:000406177000008,"WOS:000406177000008_Guerrieri, Veronica","Guerrieri, Veronica",Guerrieri,Veronica,1
WOS:000406177000008,"WOS:000406177000008_Lorenzoni, Guido","Lorenzoni, Guido",Lorenzoni,Guido,2
WOS:000396771300001,"WOS:000396771300001_Heller, Sara B.","Heller, Sara B.",Heller,Sara B.,1
WOS:000396771300001,"WOS:000396771300001_Shah, Anuj K.","Shah, Anuj K.",Shah,Anuj K.,2
WOS:000396771300001,"WOS:000396771300001_Guryan, Jonathan","Guryan, Jonathan",Guryan,Jonathan,3
WOS:000396771300001,"WOS:000396771300001_Ludwig, Jens","Ludwig, Jens",Ludwig,Jens,4
WOS:000396771300001,"WOS:000396771300001_Mullainathan, Sendhil","Mullainathan, Sendhil",Mullainathan,Sendhil,5
WOS:000396771300001,"WOS:000396771300001_Pollack, Harold A.","Pollack, Harold A.",Pollack,Harold A.,6
WOS:000371602500004,"WOS:000371602500004_Jackson, C. Kirabo","Jackson, C. Kirabo",Jackson,C. Kirabo,1
WOS:000371602500004,"WOS:000371602500004_Johnson, Rucker C.","Johnson, Rucker C.",Johnson,Rucker C.,2
WOS:000371602500004,"WOS:000371602500004_Persico, Claudia","Persico, Claudia",Persico,Claudia,3
WOS:000330451700010,"WOS:000330451700010_Billings, Stephen B.","Billings, Stephen B.",Billings,Stephen B.,1
WOS:000330451700010,"WOS:000330451700010_Deming, David J.","Deming, David J.",Deming,David J.,2
WOS:000330451700010,"WOS:000330451700010_Rockoff, Jonah","Rockoff, Jonah",Rockoff,Jonah,3
WOS:000330451700006,"WOS:000330451700006_Wallace, Neil","Wallace, Neil",Wallace,Neil,1
WOS:000986430600001,"WOS:000986430600001_Afrouzi, Hassan","Afrouzi, Hassan",Afrouzi,Hassan,1
WOS:000986430600001,"WOS:000986430600001_Kwon, Spencer Y.","Kwon, Spencer Y.",Kwon,Spencer Y.,2
WOS:000986430600001,"WOS:000986430600001_Landier, Augustin","Landier, Augustin",Landier,Augustin,3
WOS:000986430600001,"WOS:000986430600001_Ma, Yueran","Ma, Yueran",Ma,Yueran,4
WOS:000986430600001,"WOS:000986430600001_Thesmar, David","Thesmar, David",Thesmar,David,5
WOS:000743312400008,"WOS:000743312400008_vom Lehn, Christian","vom Lehn, Christian",vom Lehn,Christian,1
WOS:000743312400008,"WOS:000743312400008_Winberry, Thomas","Winberry, Thomas",Winberry,Thomas,2
WOS:000593217300007,"WOS:000593217300007_He, Guojun","He, Guojun",He,Guojun,1
WOS:000593217300007,"WOS:000593217300007_Wang, Shaoda","Wang, Shaoda",Wang,Shaoda,2
WOS:000593217300007,"WOS:000593217300007_Zhang, Bing","Zhang, Bing",Zhang,Bing,3
WOS:000544015700005,"WOS:000544015700005_Bazzi, Samuel","Bazzi, Samuel",Bazzi,Samuel,1
WOS:000544015700005,"WOS:000544015700005_Koehler-Derrick, Gabriel","Koehler-Derrick, Gabriel",Koehler-Derrick,Gabriel,2
WOS:000544015700005,"WOS:000544015700005_Marx, Benjamin","Marx, Benjamin",Marx,Benjamin,3
WOS:000489162800003,"WOS:000489162800003_Jorda, Oscar","Jorda, Oscar",Jorda,Oscar,1
WOS:000489162800003,"WOS:000489162800003_Knoll, Katharina","Knoll, Katharina",Knoll,Katharina,2
WOS:000489162800003,"WOS:000489162800003_Kuvshinov, Dmitry","Kuvshinov, Dmitry",Kuvshinov,Dmitry,3
WOS:000489162800003,"WOS:000489162800003_Schularick, Moritz","Schularick, Moritz",Schularick,Moritz,4
WOS:000489162800003,"WOS:000489162800003_Taylor, Alan M.","Taylor, Alan M.",Taylor,Alan M.,5
WOS:000451281400008,"WOS:000451281400008_Cantoni, Davide","Cantoni, Davide",Cantoni,Davide,1
WOS:000451281400008,"WOS:000451281400008_Dittmar, Jeremiah","Dittmar, Jeremiah",Dittmar,Jeremiah,2
WOS:000451281400008,"WOS:000451281400008_Yuchtman, Noam","Yuchtman, Noam",Yuchtman,Noam,3
WOS:000401981500002,"WOS:000401981500002_Bhandari, Anmol","Bhandari, Anmol",Bhandari,Anmol,1
WOS:000401981500002,"WOS:000401981500002_Evans, David","Evans, David",Evans,David,2
WOS:000401981500002,"WOS:000401981500002_Golosov, Mikhail","Golosov, Mikhail",Golosov,Mikhail,3
WOS:000401981500002,"WOS:000401981500002_Sargent, Thomas J.","Sargent, Thomas J.",Sargent,Thomas J.,4
WOS:000396771300002,"WOS:000396771300002_Debortoli, Davide","Debortoli, Davide",Debortoli,Davide,1
WOS:000396771300002,"WOS:000396771300002_Nunes, Ricardo","Nunes, Ricardo",Nunes,Ricardo,2
WOS:000396771300002,"WOS:000396771300002_Yared, Pierre","Yared, Pierre",Yared,Pierre,3
WOS:000380249200010,"WOS:000380249200010_Veiga, Andre","Veiga, Andre",Veiga,Andre,1
WOS:000380249200010,"WOS:000380249200010_Weyl, E. Glen","Weyl, E. Glen",Weyl,E. Glen,2
WOS:000359638900009,"WOS:000359638900009_Anderson, Siwan","Anderson, Siwan",Anderson,Siwan,1
WOS:000359638900009,"WOS:000359638900009_Bidner, Chris","Bidner, Chris",Bidner,Chris,2
WOS:000936189300001,"WOS:000936189300001_Fernandez-Villaverde, Jesus","Fernandez-Villaverde, Jesus",Fernandez-Villaverde,Jesus,1
WOS:000936189300001,"WOS:000936189300001_Koyama, Mark","Koyama, Mark",Koyama,Mark,2
WOS:000936189300001,"WOS:000936189300001_Lin, Youhong","Lin, Youhong",Lin,Youhong,3
WOS:000936189300001,"WOS:000936189300001_Sng, Tuan-Hwee","Sng, Tuan-Hwee",Sng,Tuan-Hwee,4
WOS:000891996300001,"WOS:000891996300001_Bai, Ying","Bai, Ying",Bai,Ying,1
WOS:000891996300001,"WOS:000891996300001_Jia, Ruixue","Jia, Ruixue",Jia,Ruixue,2
WOS:000891996300001,"WOS:000891996300001_Yang, Jiaojiao","Yang, Jiaojiao",Yang,Jiaojiao,3
WOS:000867882500001,"WOS:000867882500001_Gray-Lobe, Guthrie","Gray-Lobe, Guthrie",Gray-Lobe,Guthrie,1
WOS:000867882500001,"WOS:000867882500001_Pathak, Parag A.","Pathak, Parag A.",Pathak,Parag A.,2
WOS:000867882500001,"WOS:000867882500001_Walters, Christopher R.","Walters, Christopher R.",Walters,Christopher R.,3
WOS:000826159000011,"WOS:000826159000011_Li, Xiaomin","Li, Xiaomin",Li,Xiaomin,1
WOS:000826159000011,"WOS:000826159000011_Camerer, Colin F.","Camerer, Colin F.",Camerer,Colin F.,2
